0 1755 7425
1 6276 5939
2 5613 7961
3 6066 1336
4 596 1634
5 1162 5775
6 3185 6613
7 8018 8319
8 2696 8612
9 7907 9068
10 1905 9788
11 4956 9840
12 1028 7845
13 9776 6153
14 1254 9045
15 2052 6064
16 8860 8015
17 2483 8525
18 744 2875
19 5730 8804
20 2057 4231
21 9889 4610
22 5882 2168
23 3147 8715
24 5777 6313
25 2585 4063
26 9722 1568
27 926 3817
28 7652 3652
29 7832 7951
30 4835 6930
31 7336 4050
32 4994 3641
33 3179 1080
34 2428 2855
35 6692 2689
36 5389 2892
37 428 8923
38 2165 7073
39 942 8900
40 6064 1986
41 9832 3455
42 7828 6172
43 4855 9083
44 8753 7982
45 2278 8562
46 654 9939
47 5946 4855
48 1583 1045
49 7839 9968
50 7612 3747
51 4576 4460
52 7151 3654
53 1005 9832
54 6881 6727
55 8512 8317
56 2687 8316
57 190 1676
58 8834 3965
59 8814 9456
60 4081 5097
61 267 9093
62 4381 7816
63 4471 5564
64 9130 9004
65 3491 2069
66 1080 4228
67 1580 5425
68 7497 5457
69 7252 2483
70 3436 6864
71 7754 4125
72 1852 7436
73 3595 7821
74 9485 9174
75 4323 216
76 95 1885
77 1750 4759
78 7289 401
79 2236 9886
80 9745 1607
81 2710 8653
82 5363 1424
83 5673 1896
84 7446 1200
85 9675 163
86 9743 107
87 6310 6968
88 4376 9942
89 4310 3061
90 7372 9768
91 2499 5144
92 5242 8149
93 7936 9312
94 2871 7484
95 3454 9940
96 7305 42
97 591 8284
98 9882 5675
99 3344 7975
