0 6788 8105
1 6784 7471
2 8986 407
3 9863 2232
4 5354 4147
5 809 7959
6 7621 8756
7 6452 2377
8 1831 2160
9 6538 1239
10 8077 3658
11 3834 185
12 3398 4836
13 8899 4537
14 6947 1206
15 6433 8748
16 4238 4222
17 3273 5212
18 1817 4890
19 2176 6667
20 7698 7155
21 3156 8424
22 6942 2873
23 8059 5731
24 6699 1766
25 1875 136
26 1452 4987
27 8915 5457
28 2587 121
29 6409 8252
30 399 5898
31 3640 4366
32 5259 6817
33 141 1778
34 4220 1371
35 2300 333
36 8293 4796
37 3032 3531
38 9941 8793
39 7113 4462
40 3349 2592
41 9127 9804
42 4569 5093
43 7553 7248
44 7064 3653
45 2568 8394
46 3270 6688
47 1106 8113
48 8257 7151
49 2691 9183
50 3641 6432
51 418 332
52 6649 8917
53 5938 3477
54 847 506
55 7003 3709
56 4556 5763
57 7519 2118
58 2734 3582
59 8998 4710
60 5898 7128
61 7234 7727
62 3923 4928
63 5557 5933
64 6113 4376
65 9248 270
66 4716 9351
67 6776 6000
68 7523 3892
69 8993 7825
70 1654 5925
71 4465 6017
72 3907 1589
73 1090 8320
74 6421 5450
75 1122 7064
76 2329 5941
77 9109 2349
78 4495 1146
79 4367 9137
80 4488 5934
81 7869 9821
82 1550 5598
83 1768 6796
84 3868 1399
85 97 9936
86 9224 3626
87 8058 9058
88 4205 9234
89 8607 2553
90 9973 8977
91 9064 2640
92 7425 7702
93 3302 9419
94 6697 3414
95 8356 2064
96 1298 4125
97 2265 9774
98 1302 8647
99 403 6441
100 7570 9004
101 6916 2194
102 3888 4609
103 877 7815
104 9043 3107
105 4299 9422
106 7628 9739
107 3096 6380
108 1929 9753
109 4010 4092
110 623 8719
111 2663 6851
112 3703 4517
113 3301 9450
114 3111 1903
115 6669 6648
116 4005 6225
117 3349 6775
118 4003 6923
119 9620 9675
120 4511 2170
121 4261 3577
122 6931 8268
123 7528 9341
124 7131 4894
125 9798 6171
126 8673 4224
127 369 2545
128 3445 4239
129 3080 1282
130 9520 2217
131 7260 8778
132 7445 9564
133 9125 2033
134 7799 8573
135 6327 5806
136 255 4461
137 6308 7289
138 6619 7907
139 6680 2666
140 8020 48
141 6652 4069
142 7700 9261
143 5415 3450
144 10 3286
145 6020 1765
146 7768 5732
147 7002 2143
148 4266 5077
149 9662 5130
150 339 4761
151 8757 7120
152 5207 7137
153 9754 4902
154 1484 2716
155 1385 2727
156 4555 6285
157 9282 400
158 6646 9305
159 9831 5230
160 7946 6411
161 2012 3243
162 2166 8022
163 9440 2425
164 6115 9504
165 3590 7243
166 2131 6801
167 6314 3366
168 4013 1391
169 3721 2044
170 9900 2732
171 5419 4474
172 446 8106
173 9947 1765
174 4342 6955
175 8080 5646
176 8791 5414
177 3732 3759
178 7129 1526
179 2515 8011
180 2181 7176
181 5343 1089
182 5596 7749
183 7172 2346
184 8819 5055
185 983 1266
186 8061 9778
187 9426 6220
188 6128 7070
189 678 1820
190 300 4748
191 992 1998
192 4898 9556
193 5731 8350
194 8301 9787
195 9094 9790
196 8666 2504
197 7676 5103
198 3675 7473
199 4103 3263
200 7002 3850
201 7944 6032
202 9629 7066
203 9108 7150
204 6555 474
205 8602 4769
206 9606 7677
207 4319 9260
208 2447 3819
209 4838 7769
210 7578 5278
211 1511 9253
212 6851 9372
213 6602 8699
214 948 1244
215 6596 7029
216 537 2881
217 5086 9125
218 8823 1196
219 5578 1923
220 9999 1519
221 8036 864
222 4569 9239
223 6924 6369
224 1308 4190
225 3686 3240
226 7165 2323
227 3278 2355
228 6099 8305
229 6304 9106
230 5148 4034
231 4106 56
232 2370 3161
233 1986 8578
234 3814 3601
235 9927 8957
236 5833 9273
237 715 9997
238 9508 5052
239 42 1835
240 239 2114
241 1425 9726
242 7892 9693
243 3508 5671
244 3361 6067
245 7773 3856
246 1471 1377
247 5466 6489
248 3008 8087
249 2578 458
250 3016 1455
251 6637 2081
252 9858 765
253 6536 8493
254 3164 4695
255 8953 1331
256 9761 494
257 8538 5052
258 2065 7170
259 8142 908
260 3531 4417
261 4992 6751
262 6447 2949
263 9892 8801
264 308 4430
265 2917 5064
266 2655 4970
267 9589 3471
268 2339 9036
269 9303 1823
270 9006 5253
271 2265 159
272 7588 3813
273 2980 5349
274 3936 8180
275 4497 7787
276 8845 5007
277 2032 1788
278 8238 1568
279 5751 993
280 6806 9611
281 2982 3803
282 9894 4858
283 5367 1016
284 7080 7482
285 6443 6276
286 4728 4444
287 5903 7774
288 2045 640
289 911 4486
290 6205 2893
291 1978 3889
292 9324 1936
293 2904 6092
294 8016 3438
295 6163 7626
296 7946 2593
297 221 6969
298 6226 7700
299 2379 1715
300 5543 2825
301 6436 2443
302 5889 52
303 8738 4570
304 6403 6518
305 7103 6889
306 3143 7628
307 2496 8345
308 6869 3105
309 174 5913
310 5182 9431
311 8950 3856
312 9078 2607
313 5530 1919
314 2286 5659
315 5396 4170
316 2325 8191
317 1108 5959
318 7263 7299
319 9034 2614
320 1207 4007
321 301 512
322 4443 5341
323 7881 4972
324 9200 2384
325 1058 7529
326 6770 1026
327 4385 5658
328 493 6137
329 2755 6391
330 9455 2208
331 4234 396
332 9982 4509
333 4669 3147
334 5676 6149
335 6102 4467
336 7453 4108
337 1717 6335
338 5332 4840
339 1949 6116
340 4652 2364
341 9706 2371
342 1258 8681
343 7557 7294
344 1731 7096
345 2834 4160
346 9331 3666
347 7204 2282
348 1552 7051
349 8394 4522
350 1640 6868
351 8699 775
352 6676 2119
353 1873 8120
354 6488 5645
355 5628 1935
356 6085 8246
357 1790 7640
358 1239 4179
359 389 8804
360 5779 4745
361 6169 8158
362 7499 7908
363 5080 4924
364 512 9688
365 2232 8079
366 8209 3839
367 9994 6200
368 8340 6601
369 8864 1866
370 1531 5182
371 5297 1881
372 8843 238
373 1670 5901
374 8090 3826
375 4759 2122
376 3141 7563
377 8451 9984
378 577 8855
379 3088 2723
380 64 2552
381 6750 6761
382 3318 6191
383 5201 2260
384 6240 6545
385 3871 3628
386 6753 5747
387 1459 7222
388 5650 8818
389 4015 7952
390 7260 5433
391 2083 1412
392 34 3834
393 8480 2624
394 8091 3988
395 8165 368
396 1773 5466
397 9693 9285
398 4558 5434
399 1085 5015
400 7891 8131
401 9336 4716
402 1075 3297
403 8276 6852
404 9427 3691
405 4919 4440
406 8958 3917
407 3181 5540
408 1527 6909
409 2512 6333
410 673 9009
411 136 895
412 7767 9698
413 3957 9385
414 5337 4834
415 9527 4685
416 713 7738
417 7217 8965
418 1570 380
419 6751 6855
420 4750 9872
421 7393 6605
422 8052 8162
423 3586 884
424 817 8788
425 51 6351
426 8882 6662
427 3536 117
428 6800 1077
429 1507 573
430 8993 9002
431 2716 5818
432 6696 4208
433 2038 5663
434 7083 3027
435 131 5166
436 768 4412
437 319 1034
438 5709 7084
439 2195 8690
440 3437 930
441 7503 247
442 2979 8470
443 9839 5793
444 9379 848
445 9940 773
446 8500 7108
447 3870 6541
448 854 6910
449 6271 8331
450 3365 8260
451 9108 410
452 3516 4657
453 6401 3737
454 7304 4054
455 9850 2498
456 7737 1819
457 500 1468
458 6585 5300
459 5485 7721
460 1990 9964
461 262 7226
462 2644 5806
463 6380 406
464 9275 8355
465 5370 6873
466 2778 8946
467 83 754
468 6576 678
469 8883 4754
470 6002 4704
471 2859 4670
472 710 6731
473 1632 1299
474 9424 4771
475 1839 5376
476 3731 7163
477 7706 1500
478 2880 9265
479 567 4579
480 2164 5020
481 9445 8896
482 9689 5876
483 3819 4920
484 4612 7298
485 2509 575
486 6509 6762
487 1374 2156
488 8073 8256
489 3914 7524
490 3020 3795
491 2216 7123
492 1288 6920
493 3748 6348
494 620 6654
495 4437 7505
496 963 7354
497 9654 9706
498 1074 3892
499 4771 6789
