0 6382 9340
1 3834 532
2 8841 3284
3 4020 8533
4 272 1758
5 9810 8805
6 2589 8767
7 7097 9683
8 2779 397
9 3160 2798
10 3879 5669
11 4162 2774
12 549 8501
13 3972 8925
14 951 3315
15 1309 3761
16 1851 1818
17 1155 3695
18 764 5867
19 8720 292
20 7853 3694
21 8930 4552
22 8257 1488
23 1861 3079
24 8115 3793
25 2797 6159
26 4959 3313
27 6670 9115
28 6716 2208
29 1120 6436
30 205 7294
31 4448 6046
32 3344 1383
33 90 498
34 7346 6754
35 1097 9890
36 9184 9401
37 2846 8297
38 5338 9280
39 6023 760
40 1780 6625
41 1283 8651
42 7858 2746
43 851 5804
44 3198 2864
45 7830 4678
46 2810 4618
47 3630 3572
48 2472 5126
49 7732 8452
50 1193 5203
51 5508 3681
52 8584 185
53 7113 9805
54 9826 8221
55 9375 9682
56 2071 6314
57 5710 4997
58 6586 7895
59 9073 5706
60 2963 2810
61 8735 8976
62 9621 738
63 4226 3105
64 6832 7516
65 5000 4969
66 1991 6225
67 131 7965
68 6409 9048
69 3701 307
70 1314 8102
71 5720 4135
72 6477 6435
73 9137 4427
74 4212 5025
75 1328 7944
76 8051 2404
77 8388 1806
78 6435 7541
79 1575 2018
80 2343 7465
81 5583 3885
82 3418 7937
83 6693 7761
84 3029 3075
85 4081 952
86 9157 4853
87 340 3763
88 5527 4026
89 4827 6143
90 8481 2187
91 372 6884
92 5620 3982
93 4963 9937
94 9024 1084
95 8000 60
96 7096 2344
97 4063 6025
98 2050 8340
99 7831 1954
100 2482 839
101 9975 5632
102 3685 5813
103 7752 4167
104 8636 7181
105 9285 5633
106 7293 2788
107 7753 947
108 3610 198
109 7222 9888
110 209 8539
111 4996 1086
112 3973 7165
113 1487 3793
114 6413 3362
115 4803 726
116 5700 8527
117 3096 3547
118 3369 8700
119 8039 6367
120 541 9539
121 5665 5451
122 5119 6229
123 5544 3098
124 9774 5206
125 459 7949
126 2111 9961
127 7997 2366
128 8026 2230
129 9376 9266
130 974 3789
131 7619 4274
132 9440 304
133 7183 306
134 2534 5197
135 726 9916
136 6039 9062
137 963 1019
138 837 3912
139 9381 9481
140 4377 3261
141 7640 4776
142 1441 4440
143 8876 2989
144 2041 6213
145 6928 1539
146 1142 2138
147 8163 2389
148 4936 8819
149 1447 7358
150 3237 4250
151 7227 651
152 4380 2094
153 6587 1125
154 2821 9026
155 3992 5973
156 468 4337
157 6691 1828
158 6926 8235
159 5326 732
160 3772 50
161 8545 894
162 7405 9826
163 8678 4807
164 3893 5427
165 1284 9738
166 9834 2437
167 7301 560
168 6674 7832
169 3603 7386
170 9492 9684
171 5793 5425
172 7880 7253
173 1844 4531
174 2475 2414
175 248 5216
176 482 8411
177 6043 1929
178 683 454
179 4521 1799
180 263 3721
181 4689 4403
182 7370 1671
183 9067 130
184 9612 8920
185 1167 459
186 9650 2674
187 1254 83
188 3030 2947
189 8955 6714
190 2907 2561
191 9098 8075
192 520 1730
193 6017 3738
194 6468 1841
195 7838 4023
196 5813 8963
197 1999 1259
198 8172 4530
199 8004 4983
200 6581 9572
201 2817 33
202 9814 8757
203 1816 4990
204 3872 8987
205 4200 7534
206 7892 3020
207 4735 5032
208 2238 6575
209 7544 2054
210 2139 9561
211 5581 9499
212 1576 3835
213 1039 4090
214 3733 2707
215 4523 7562
216 8021 3093
217 189 9375
218 1591 3380
219 7294 4828
220 8383 2838
221 5746 550
222 7770 6795
223 7051 9972
224 6624 6378
225 9852 6784
226 5710 4963
