0 4252 3218
1 6522 302
2 6672 3429
3 591 4739
4 3542 8110
5 5164 9074
6 6252 6527
7 901 5786
8 4853 389
9 1718 9290
10 5375 4853
11 2622 856
12 4485 3395
13 2008 5937
14 215 9756
15 4101 4626
16 6713 6189
17 5616 2171
18 5013 2463
19 2610 6492
20 1275 6949
21 5224 860
22 9426 680
23 4286 9049
24 3732 6991
25 5058 8196
26 4424 644
27 7335 1973
28 9744 1087
29 9214 5219
30 8104 3860
31 2882 6711
32 7654 9795
33 4585 6225
34 4937 6162
35 3842 8356
36 2369 6049
37 7296 5110
38 3953 6536
39 1850 8853
40 9902 7743
41 9427 4915
42 3004 4075
43 1939 4573
44 6722 5695
45 9761 9667
46 6597 7754
47 8603 7257
48 7458 3947
49 7161 2444
50 8629 2249
51 1007 2707
52 7298 4996
53 537 7676
54 892 230
55 535 1203
56 7051 4017
57 1016 7685
58 5946 2755
59 7958 1573
60 5095 1988
61 3126 7186
62 2123 187
63 1976 3084
64 6779 8831
65 318 8408
66 1550 360
67 4228 2174
68 4814 9558
69 30 2796
70 1390 5739
71 6457 8062
72 1138 3074
73 5003 2492
74 3938 2836
75 202 3384
76 3179 2529
77 1734 7031
78 87 1819
79 5845 5938
80 4376 2109
81 2591 5927
82 3800 7900
83 4432 1502
84 8702 7241
85 986 9078
86 6931 7726
87 6786 5111
88 9215 8504
89 8285 6797
90 9883 4392
91 9710 5556
92 1546 5757
93 3196 7909
94 5601 2786
95 686 6922
96 2230 1879
97 1772 3278
98 5274 3924
99 1866 1482
100 2549 2600
101 9533 3723
102 3582 2525
103 2072 2510
104 6083 2386
105 6951 8223
106 2192 4559
107 7364 8728
108 8949 6091
109 7419 6146
110 8189 9499
111 6568 8612
112 3970 3891
113 3821 4677
114 5984 8044
115 6450 8358
116 8106 6113
117 852 8507
118 9925 5214
119 645 6820
120 6687 9843
121 2526 3965
122 4473 7047
123 6537 4823
124 5426 1178
125 1349 9720
126 8543 5964
127 1120 9168
128 9798 4694
129 2731 1263
130 692 4847
131 2552 8128
132 6838 7967
133 8096 5922
134 2959 9040
135 6190 3505
136 4730 7790
137 51 7996
138 8380 7966
139 393 65
140 8314 6647
141 1731 1408
142 7465 2792
143 1184 9721
144 8058 5770
145 7912 2971
146 3090 3678
147 7241 6470
148 2395 6588
149 4121 8151
150 8534 8921
151 6778 3003
152 193 7085
153 6837 6876
154 1102 2834
155 6200 90
156 2087 7314
157 8599 2612
158 3911 1043
159 4994 256
160 5994 4824
161 2064 1973
162 4241 984
163 7735 9473
164 2405 9531
165 6895 7396
166 6944 6851
167 585 3608
168 5337 3235
169 3392 1891
170 5496 9525
171 4776 7545
172 7531 3312
173 4101 5828
174 3371 4103
175 9127 8832
176 3778 4112
177 1854 8110
178 1986 8991
179 8240 1726
180 6468 5476
181 3037 4800
182 1721 9946
183 9096 1704
184 3399 3487
185 7179 6395
186 2932 9765
187 4572 9197
188 4807 150
189 9201 6670
190 8725 8563
191 4117 302
192 7599 1051
193 2539 7274
194 8435 8220
195 1933 3426
196 9099 3755
197 334 3774
198 4075 9547
199 373 8412
200 4029 8310
201 3150 7387
202 2504 2025
203 5487 1513
204 2265 4226
205 3280 8622
206 2610 5461
207 2856 3290
208 5647 6065
209 3564 1013
210 8967 5059
211 8611 1455
212 6058 5278
213 6217 7118
214 8542 1946
215 3851 7359
216 4144 2077
217 199 5432
218 5568 263
219 7374 282
220 4399 8777
221 5652 6834
222 1126 8655
223 835 7832
