0 4205 3150
1 8560 3869
2 3259 7859
3 4928 2188
4 5665 9669
5 3902 5596
6 9412 5050
7 987 4586
8 4514 364
9 612 1078
10 2568 6044
11 2077 3822
12 6272 840
13 7644 4218
14 3404 6179
15 7691 394
16 4316 3211
17 2347 7390
18 556 3629
19 4081 5088
20 7912 5909
21 9046 9040
22 3035 8301
23 4693 4841
24 4406 4391
25 5470 1491
26 5574 9836
27 2407 861
28 5510 655
29 1504 5986
30 5629 9274
31 9362 7210
32 4996 7229
33 7501 673
34 8532 1207
35 1783 7813
36 9284 6236
37 5063 4236
38 152 9350
39 6988 7495
40 9897 8995
41 7093 6114
42 6378 9587
43 8177 5823
44 3535 6502
45 4814 3407
46 5080 236
47 2754 5487
48 7562 1824
49 5908 4283
50 3971 9135
51 3256 8392
52 7232 1688
53 9011 7483
54 4380 4340
55 8162 1036
56 7678 5349
57 1521 7440
58 3153 8560
59 9530 966
60 986 2278
61 9301 1368
62 739 2757
63 8117 4270
64 9377 3957
65 2426 4443
66 211 5148
67 8096 8143
68 8690 2393
69 9231 2914
70 3556 7346
71 1822 6825
72 9957 2060
73 1485 3727
74 67 3572
75 3509 9726
76 4940 9106
77 5836 2629
78 2319 5063
79 4824 9558
80 9389 1951
81 9284 3646
82 3553 5249
83 5269 1113
84 3756 2927
85 3025 8488
86 2832 4651
87 7053 45
88 7835 8353
89 3237 5451
90 6072 2524
91 8857 6598
92 38 4916
93 7858 4464
94 4793 1
95 7989 625
96 756 2479
97 5142 2058
98 3161 4310
99 3792 3981
100 4597 3128
101 7728 7569
102 7913 1805
103 994 806
104 54 7608
105 8111 4290
106 6139 7323
107 364 4027
108 2557 9288
109 805 7436
110 2299 4304
111 3011 1896
112 1502 2142
113 5056 7178
114 9982 8240
115 2536 60
116 1817 7714
117 901 4424
118 934 73
119 4736 4539
120 3293 3827
121 5076 472
122 3780 7282
123 7684 1330
124 6038 150
125 6826 3085
126 1010 4868
127 793 7891
128 7327 9548
129 701 5880
130 9032 8966
131 4503 4038
132 1033 9254
133 3786 168
134 9433 382
135 7772 5681
136 9677 8739
137 8524 4269
138 5363 3975
139 4687 1376
140 2296 2243
141 883 7500
